Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1597.1168023070898
FDW14,OUT017,1384.9816948031032
NCN55,OUT010,572.8004724971728
FDQ58,OUT017,2415.9804377381593
FDY38,OUT027,5837.874427063774
FDH56,OUT046,1886.299917782087
FDL48,OUT018,753.7006113123036
FDC48,OUT027,2177.839941859097
FDN33,OUT045,1555.9521414260971
FDA36,OUT017,3167.440814919281
FDT44,OUT017,1867.8667684982547
FDQ56,OUT045,1406.017273540091
NCC54,OUT019,572.5260132395772
FDU11,OUT049,2016.5912335603032
DRL59,OUT013,864.7748164505418
FDM24,OUT049,2336.875338161974
FDI57,OUT045,2922.802930900679
DRC12,OUT018,2856.1226938205577
NCM42,OUT027,2920.34134673446
FDA46,OUT010,509.1858366916417
FDA31,OUT013,2741.4789002261036
NCJ31,OUT035,3829.334563607461
FDG52,OUT046,794.208726851283
NCL19,OUT019,285.2067578434933
FDS10,OUT035,2972.8414290329088
FDX22,OUT010,562.1811069503632
NCF19,OUT035,761.9151096159345
NCE06,OUT046,2455.684033591757
DRC27,OUT046,3945.708724557486
FDE21,OUT035,1993.5179901889976
NCR42,OUT019,131.5736694343542
FDX51,OUT018,2893.0170764678514
NCR06,OUT018,598.8417643976394
FDU31,OUT027,5837.874427063774
FDU59,OUT017,2457.2670858441397
FDR03,OUT027,5827.773791341144
FDS49,OUT027,2067.9194765013694
FDD48,OUT010,266.6538537697121
NCF18,OUT017,3038.1181206405263
NCD43,OUT027,2845.047135171524
NCD54,OUT018,2127.4115295731744
FDY19,OUT010,266.89657000430054
NCY54,OUT017,2783.3946819380176
NCL19,OUT018,2412.138527985233
FDP23,OUT010,570.5720896844101
FDC26,OUT013,1719.887135580867
FDR14,OUT010,131.5736694343542
NCS41,OUT035,3245.029292711821
FDF41,OUT035,3840.889762143735
FDU34,OUT046,2066.7928703865773
DRH11,OUT046,960.8403244710452
FDM03,OUT013,1633.3182102118815
FDS31,OUT017,3128.9109572730504
FDJ20,OUT017,1983.9694798320913
