Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1863.24217836411
FDW14,OUT017,1628.1043259555029
NCN55,OUT010,1868.1766515283834
FDQ58,OUT017,3175.3896235677125
FDY38,OUT027,5901.315188785044
FDH56,OUT046,2070.8465780530983
FDL48,OUT018,1107.2075061590144
FDC48,OUT027,1926.3825731843572
FDN33,OUT045,1863.24217836411
FDA36,OUT017,3628.5955641261676
FDT44,OUT017,2070.8465780530983
FDQ56,OUT045,1636.1836481651358
NCC54,OUT019,1868.1766515283834
FDU11,OUT049,2270.0093492329074
DRL59,OUT013,1107.2075061590144
FDM24,OUT049,2769.545908835904
FDI57,OUT045,3628.5955641261676
DRC12,OUT018,3481.954379502638
NCM42,OUT027,2769.545908835904
FDA46,OUT010,1848.9032795096318
FDA31,OUT013,3202.554547397259
NCJ31,OUT035,3899.1730270091007
FDG52,OUT046,1107.2075061590144
NCL19,OUT019,1636.1836481651358
FDS10,OUT035,3628.5955641261676
FDX22,OUT010,1848.9032795096318
NCF19,OUT035,1107.2075061590144
NCE06,OUT046,3175.3896235677125
DRC27,OUT046,4056.0529585741647
FDE21,OUT035,2070.8465780530983
NCR42,OUT019,880.9425980861237
FDX51,OUT018,3618.573246263603
NCR06,OUT018,1107.2075061590144
FDU31,OUT027,5901.315188785044
FDU59,OUT017,3175.3896235677125
FDR03,OUT027,5271.4233793838985
FDS49,OUT027,1926.3825731843572
FDD48,OUT010,1628.1043259555029
NCF18,OUT017,3618.573246263603
NCD43,OUT027,2354.5426573584887
NCD54,OUT018,2539.200874615733
FDY19,OUT010,1628.1043259555029
NCY54,OUT017,3202.554547397259
NCL19,OUT018,2539.200874615733
FDP23,OUT010,1848.9032795096318
FDC26,OUT013,1898.8765505988
FDR14,OUT010,880.9425980861237
NCS41,OUT035,3628.5955641261676
FDF41,OUT035,3899.1730270091007
FDU34,OUT046,2282.19855511155
DRH11,OUT046,1107.2075061590144
FDM03,OUT013,1863.24217836411
FDS31,OUT017,3481.954379502638
FDJ20,OUT017,2270.0093492329074
FDV44,OUT027,5246.094166306693
FDG02,OUT049,3628.5955641261676
FDA09,OUT013,3618.573246263603
FDT04,OUT013,1107.2075061590144
FDL58,OUT019,1342.2295406113547
FDE52,OUT045,1628.1043259555029
FDW12,OUT035,2672.117482077056
FDL51,OUT017,3780.414768458494
NCY42,OUT027,3806.3943772511893
FDR07,OUT017,1863.24217836411
FDN40,OUT045,2769.545908835904
FDB35,OUT027,2063.084283453237
FDA22,OUT017,3175.3896235677125
NCL06,OUT046,5063.883585194254
FDI35,OUT013,3481.954379502638
NCW42,OUT045,3780.414768458494
NCX06,OUT049,3618.573246263603
FDC37,OUT027,2354.5426573584887
FDZ14,OUT018,2108.389681975311
DRG49,OUT049,4056.0529585741647
NCG06,OUT045,4608.188799382721
DRC36,OUT045,3202.554547397259
FDV21,OUT019,1388.5618524226509
FDB53,OUT046,2896.8908667426645
DRP47,OUT019,1868.1766515283834
FDA14,OUT013,2896.8908667426645
DRC24,OUT035,2896.8908667426645
FDW21,OUT018,1863.24217836411
NCH29,OUT046,1863.24217836411
FDU58,OUT013,3780.414768458494
FDY27,OUT017,3618.573246263603
FDV56,OUT035,1892.6170333764533
FDT59,OUT046,3899.1730270091007
FDB23,OUT046,3822.343690975515
FDR49,OUT045,1107.2075061590144
FDB03,OUT010,1868.1766515283834
