Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1982.9003555555553
FDW14,OUT017,1779.0915777777777
NCN55,OUT010,2117.539911111111
FDQ58,OUT017,2198.9894444444444
FDY38,OUT027,5725.584088888889
FDH56,OUT046,1921.202888888889
FDL48,OUT018,584.0545555555556
FDC48,OUT027,2469.7481111111106
FDN33,OUT045,1299.0497777777778
FDA36,OUT017,3221.8062000000004
FDT44,OUT017,2016.1903555555555
FDQ56,OUT045,1629.5085111111111
NCC54,OUT019,3265.1571777777776
FDU11,OUT049,2064.127955555555
DRL59,OUT013,735.9309333333334
FDM24,OUT049,2174.650755555556
FDI57,OUT045,2814.3366
DRC12,OUT018,3564.101377777778
NCM42,OUT027,2551.0496888888883
FDA46,OUT010,1085.6238888888888
FDA31,OUT013,2948.9761555555556
NCJ31,OUT035,4667.627888888889
FDG52,OUT046,890.7664222222222
NCL19,OUT019,378.39633333333336
FDS10,OUT035,3079.398977777778
FDX22,OUT010,2469.9700444444447
NCF19,OUT035,759.012
NCE06,OUT046,1951.2378666666668
DRC27,OUT046,3071.631311111111
FDE21,OUT035,2413.5989777777777
NCR42,OUT019,437.7265111111111
FDX51,OUT018,3636.451644444444
NCR06,OUT018,514.3674888888888
FDU31,OUT027,4500.808
FDU59,OUT017,2185.0076444444444
FDR03,OUT027,5192.5742
FDS49,OUT027,2215.9303555555553
FDD48,OUT010,493.72768888888885
NCF18,OUT017,3571.129266666667
NCD43,OUT027,2863.0139777777777
NCD54,OUT018,1412.0138444444444
FDY19,OUT010,1165.5938666666666
NCY54,OUT017,2440.4529111111115
NCL19,OUT018,2009.7542888888888
FDP23,OUT010,2462.1284
FDC26,OUT013,2331.927511111111
FDR14,OUT010,426.9997333333333
NCS41,OUT035,3643.2576000000004
FDF41,OUT035,4511.608755555555
FDU34,OUT046,2280.217044444444
DRH11,OUT046,999.0698888888887
FDM03,OUT013,2091.6476888888888
FDS31,OUT017,3871.4050666666662
FDJ20,OUT017,2122.496422222222
FDV44,OUT027,4895.553422222222
FDG02,OUT049,3745.125
FDA09,OUT013,4088.012
FDT04,OUT013,604.5464
FDL58,OUT019,3099.0770666666667
FDE52,OUT045,1625.0698444444447
FDW12,OUT035,2531.0756888888886
FDL51,OUT017,3082.284111111111
NCY42,OUT027,3791.7310000000007
FDR07,OUT017,1354.9769777777776
FDN40,OUT045,2173.097222222222
FDB35,OUT027,2507.9206444444444
FDA22,OUT017,1845.8935111111107
NCL06,OUT046,4317.417088888888
FDI35,OUT013,3816.0696888888892
NCW42,OUT045,4542.013622222222
NCX06,OUT049,3293.786577777778
FDC37,OUT027,2095.2726000000002
FDZ14,OUT018,1742.9904222222222
DRG49,OUT049,4261.193977777778
NCG06,OUT045,4012.1108000000004
DRC36,OUT045,3207.454511111111
FDV21,OUT019,942.8467777777777
FDB53,OUT046,2393.4030444444447
DRP47,OUT019,2475.740311111111
FDA14,OUT013,2903.4058444444445
DRC24,OUT035,2474.556666666667
FDW21,OUT018,1645.1178222222222
NCH29,OUT046,1519.6515111111112
FDU58,OUT013,3916.827422222222
FDY27,OUT017,2426.9889555555555
FDV56,OUT035,1552.1277555555557
FDT59,OUT046,2948.0884222222217
FDB23,OUT046,2430.9097777777774
FDR49,OUT045,716.9926222222222
FDB03,OUT010,2140.6209777777776
FDN39,OUT045,3078.585222222222
FDX02,OUT027,4849.317311111111
FDQ16,OUT027,3300.962422222222
FDU35,OUT018,1496.2745333333335
NCT29,OUT013,2697.3037555555557
FDZ27,OUT046,871.6061777777778
FDN57,OUT017,2356.858022222222
FDA03,OUT018,1921.3508444444442
FDZ36,OUT045,3367.7643555555555
NCU05,OUT013,1030.8803333333333
FDT39,OUT018,1912.9913555555556
FDK60,OUT017,1850.7020666666665
FDZ25,OUT017,2824.7674666666667
FDG12,OUT046,1926.0114444444444
DRB01,OUT019,1974.392911111111
NCC43,OUT027,4778.964444444445
FDX13,OUT019,3901.8839111111106
FDM22,OUT049,801.9191111111111
FDJ03,OUT027,907.1894888888887
FDU14,OUT018,3974.3081555555555
FDB33,OUT010,1531.4139777777777
FDP27,OUT046,4156.2934888888885
FDO38,OUT010,915.844888888889
FDE28,OUT027,4339.906333333334
FDO27,OUT035,1751.5718444444444
DRL23,OUT027,2579.013288888889
FDS28,OUT046,936.7805999999998
FDX24,OUT013,1468.5328666666665
FDZ02,OUT035,1566.0355777777777
FDL46,OUT045,1768.9566222222222
FDS60,OUT027,3300.5185555555554
NCO06,OUT017,667.3535333333334
FDO16,OUT035,1834.7228666666665
FDC60,OUT049,1505.6697111111112
FDA48,OUT018,2475.740311111111
FDZ36,OUT027,4430.307177777778
FDK27,OUT045,1450.8521777777778
FDW23,OUT018,477.6005333333334
FDM14,OUT018,1071.4941333333334
FDM14,OUT013,2038.6796000000004
FDW60,OUT018,2289.7601777777777
FDE21,OUT013,2381.492622222222
NCM42,OUT035,2052.4394666666667
FDY59,OUT010,1004.9881111111112
DRI49,OUT049,1251.999911111111
FDT28,OUT019,1224.332222222222
FDQ22,OUT018,345.84611111111116
FDR60,OUT049,1274.711088888889
FDC50,OUT019,1297.5702222222221
FDV24,OUT013,2601.132644444444
DRF48,OUT010,1474.4510888888888
FDQ47,OUT046,759.8257555555556
DRN36,OUT049,1468.4588888888889
NCY06,OUT035,1910.9939555555554
FDE52,OUT035,1483.7722888888889
NCB54,OUT045,1760.8930444444443
NCF31,OUT035,2677.9215777777777
FDJ08,OUT027,5080.497866666667
NCC07,OUT017,1387.2312888888891
NCD19,OUT027,1874.5229111111112
FDL46,OUT049,1672.0457333333334
FDM20,OUT045,3894.9299999999994
NCI06,OUT010,920.6534444444444
DRM11,OUT035,4577.375000000001
NCH07,OUT018,2321.274711111111
FDS23,OUT013,1754.9008444444444
FDO49,OUT018,603.8066222222221
FDS35,OUT049,1099.3837555555556
DRK39,OUT045,1728.3428222222221
DRI39,OUT049,814.4953333333332
FDV04,OUT017,2065.237622222222
NCN14,OUT035,3648.2880888888885
FDH08,OUT013,3823.911333333334
FDS20,OUT046,3680.3204666666666
FDV40,OUT049,1237.8701555555554
FDZ48,OUT010,198.63033333333334
FDS24,OUT027,2391.9974666666662
FDK44,OUT049,2474.8525777777777
FDS48,OUT045,2924.4155333333338
FDK26,OUT010,2138.4756222222222
FDD23,OUT045,3381.7461555555556
NCH54,OUT017,2852.5091333333335
NCP14,OUT010,566.8177333333333
FDM60,OUT010,262.3252
FDV24,OUT017,2594.918511111111
FDH08,OUT018,2846.0730666666664
FDS12,OUT027,2653.7308444444443
FDR39,OUT027,4490.229177777777
FDP12,OUT027,855.0351555555555
DRF60,OUT027,4653.4981333333335
FDC09,OUT035,1914.1750000000002
FDF50,OUT018,3277.4374888888888
FDG28,OUT035,3529.331822222222
NCE19,OUT017,850.9663777777778
NCM53,OUT010,1125.1280222222222
NCN18,OUT049,1627.7330444444442
FDF32,OUT035,3348.900022222222
FDF11,OUT013,4737.980755555555
DRI59,OUT049,3974.973955555555
NCG54,OUT035,3010.5996444444445
FDM44,OUT046,1677.1501999999998
FDT57,OUT018,2718.5353777777777
FDV24,OUT046,2095.3465777777774
FDI50,OUT019,1602.284688888889
FDS09,OUT035,925.6099555555554
NCC31,OUT027,2830.611711111111
FDQ07,OUT019,1486.2875333333332
FDC22,OUT017,3083.393777777778
FDZ56,OUT046,2901.482422222222
FDZ40,OUT019,229.4050888888889
FDS46,OUT027,1669.9743555555556
DRD24,OUT045,1794.9968
FDV45,OUT017,3875.769755555556
FDL26,OUT045,2914.650466666667
FDA56,OUT018,1941.9906444444448
FDN27,OUT046,1935.9984444444444
FDM20,OUT049,3660.124533333333
FDO16,OUT017,1427.771111111111
FDL03,OUT035,3727.0744222222224
FDE58,OUT046,2007.091088888889
FDI02,OUT027,3060.534644444445
NCC55,OUT019,456.81277777777774
FDR03,OUT018,4632.488444444444
FDB14,OUT017,1473.3414222222223
FDR45,OUT013,4706.318266666667
NCN07,OUT017,2506.367111111111
FDM51,OUT019,654.9252666666666
FDT52,OUT027,6835.620644444444
FDL26,OUT046,2911.617377777778
NCZ42,OUT046,4185.810622222222
DRI47,OUT019,1226.2556444444444
FDW40,OUT013,2664.457622222222
FDN34,OUT046,2995.9520444444443
FDS01,OUT035,2890.311777777778
NCG55,OUT045,1932.891377777778
FDC11,OUT035,1525.8656444444446
FDX35,OUT018,2947.1267111111115
NCB06,OUT046,2238.8634666666667
FDR09,OUT019,2950.3077555555556
FDC53,OUT017,2123.1622222222227
FDY45,OUT013,3951.5969777777773
FDA22,OUT010,483.14886666666666
FDE02,OUT035,1340.8472222222224
FDW21,OUT045,1500.5652444444443
FDV34,OUT046,1107.3733555555557
FDS59,OUT049,1645.561688888889
NCW17,OUT017,2700.188888888889
NCK54,OUT046,1674.487
FDG17,OUT019,4194.909888888888
FDG35,OUT017,3582.8917333333334
FDD08,OUT010,505.04628888888885
NCO07,OUT017,4899.696177777778
FDJ10,OUT010,1645.6356666666666
FDW36,OUT017,2130.56
FDW21,OUT010,1394.4071333333334
FDY19,OUT017,2359.5952
DRE03,OUT013,786.3098
NCC55,OUT049,704.6383333333333
FDH52,OUT010,566.3738666666668
FDO09,OUT017,4066.1885555555555
FDU43,OUT045,4584.550844444444
FDX09,OUT010,683.6286444444445
FDH40,OUT019,681.3353333333333
FDW58,OUT017,1516.9883111111112
FDC47,OUT017,4853.755977777777
NCR41,OUT035,1287.3612888888888
DRG49,OUT035,3724.5591777777777
