Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1800.001539428172
FDW14,OUT017,1510.9227758539487
NCN55,OUT010,2009.5651872167082
FDQ58,OUT017,2463.8171412843594
FDY38,OUT027,4759.865577564107
FDH56,OUT046,1930.6909660440401
FDL48,OUT018,970.9358624694522
FDC48,OUT027,2604.4005160486736
FDN33,OUT045,1629.4649952925995
FDA36,OUT017,2912.1380230436985
FDT44,OUT017,1947.5411350361626
FDQ56,OUT045,1483.7773140318307
NCC54,OUT019,1990.789927930513
FDU11,OUT049,2003.3124643743784
DRL59,OUT013,1014.311398092132
FDM24,OUT049,2416.0079178553997
FDI57,OUT045,3079.3788351114945
DRC12,OUT018,2970.826046520789
NCM42,OUT027,3007.318537246643
FDA46,OUT010,1333.5292022364524
FDA31,OUT013,2744.897210975901
NCJ31,OUT035,3658.352555513276
FDG52,OUT046,953.9468708592873
NCL19,OUT019,610.6831269476982
FDS10,OUT035,2825.44422724207
FDX22,OUT010,1555.5787984954277
NCF19,OUT035,952.0217805652148
NCE06,OUT046,2553.2522206333947
DRC27,OUT046,3725.3451348550984
FDE21,OUT035,1922.2475875612663
NCR42,OUT019,-940.8861753443002
FDX51,OUT018,3009.1927583465135
NCR06,OUT018,862.6889358607968
FDU31,OUT027,4527.965373075229
FDU59,OUT017,2593.580610726617
FDR03,OUT027,4349.911407630494
FDS49,OUT027,2594.6230837656217
FDD48,OUT010,212.02338296454104
NCF18,OUT017,2986.13016314774
NCD43,OUT027,2918.7362391243682
NCD54,OUT018,2283.5322235635012
FDY19,OUT010,249.019453016562
NCY54,OUT017,2729.8989563310015
NCL19,OUT018,2304.195985170343
FDP23,OUT010,1664.270409704176
FDC26,OUT013,1860.88392720796
FDR14,OUT010,-606.8126478353748
NCS41,OUT035,2861.0330675469622
FDF41,OUT035,3774.116903431094
FDU34,OUT046,2039.827261852881
DRH11,OUT046,1085.1175700486738
FDM03,OUT013,1783.559467062717
FDS31,OUT017,2829.6659164834573
FDJ20,OUT017,2003.7205610010458
FDV44,OUT027,4119.418432888744
FDG02,OUT049,2939.246896892391
FDA09,OUT013,2810.4459725971697
FDT04,OUT013,822.2583111229575
FDL58,OUT019,2312.161799741852
FDE52,OUT045,1550.7698933736526
FDW12,OUT035,2320.4260589709056
FDL51,OUT017,3307.502034959079
NCY42,OUT027,3452.788371538298
FDR07,OUT017,1644.4632499375002
FDN40,OUT045,2430.969584526875
FDB35,OUT027,2735.5712152380597
FDA22,OUT017,2615.5418381603117
NCL06,OUT046,3976.9465558037823
FDI35,OUT013,2832.925060577808
NCW42,OUT045,3401.1953915229265
NCX06,OUT049,2816.5195761857785
FDC37,OUT027,2986.2466790131334
FDZ14,OUT018,1987.971759774002
DRG49,OUT049,3733.3438287377794
NCG06,OUT045,3888.3642576815073
DRC36,OUT045,2726.5666362897996
FDV21,OUT019,364.74721296095504
FDB53,OUT046,2373.8276134149555
DRP47,OUT019,2159.9192423189565
FDA14,OUT013,2325.0924328123856
DRC24,OUT035,2430.969584526875
FDW21,OUT018,1682.0428272076563
NCH29,OUT046,1652.3887678733306
FDU58,OUT013,2937.4315705185945
FDY27,OUT017,2781.856693054497
FDV56,OUT035,1815.4444786731653
FDT59,OUT046,3526.737171723797
FDB23,OUT046,3455.522903140588
FDR49,OUT045,932.8018366789273
FDB03,OUT010,2016.6013359523527
FDN39,OUT045,2615.0605655867935
FDX02,OUT027,4603.809427526492
FDQ16,OUT027,2980.5811720511924
FDU35,OUT018,1665.6373428156267
NCT29,OUT013,2000.9426894802132
FDZ27,OUT046,959.5026139009525
FDN57,OUT017,2258.0998534705627
FDA03,OUT018,2314.9359626004316
FDZ36,OUT045,2895.695950678243
NCU05,OUT013,1424.265568025746
FDT39,OUT018,2392.705107345768
FDK60,OUT017,1650.0555809525908
FDZ25,OUT017,2664.277018762883
FDG12,OUT046,2000.4980048801206
DRB01,OUT019,1303.1245963199835
NCC43,OUT027,4990.321964332432
FDX13,OUT019,2106.0364153013875
FDM22,OUT049,1028.8649681369398
FDJ03,OUT027,2151.4132604478555
FDU14,OUT018,3780.7740142378384
FDB33,OUT010,845.3977909308346
FDP27,OUT046,2965.0583049142306
FDO38,OUT010,-313.14068636652246
FDE28,OUT027,4729.4243836742135
FDO27,OUT035,1624.2807609041765
DRL23,OUT027,2970.767151794715
FDS28,OUT046,1069.6014548568296
FDX24,OUT013,1584.4702313578975
FDZ02,OUT035,1638.316470402041
FDL46,OUT045,1927.839918576357
FDS60,OUT027,3979.3596706164903
NCO06,OUT017,747.3036258718795
FDO16,OUT035,1473.0007486283168
FDC60,OUT049,1511.3674604540413
FDA48,OUT018,3364.746240715616
FDZ36,OUT027,4087.1253246516276
FDK27,OUT045,1980.3155158467966
FDW23,OUT018,812.1018409110044
FDM14,OUT018,1815.5833012912078
FDM14,OUT013,1805.1125978697444
FDW60,OUT018,2768.4410787481943
FDE21,OUT013,1920.8403578141374
NCM42,OUT035,1821.518082261774
FDY59,OUT010,-70.42732850070456
DRI49,OUT049,1426.598754946486
FDT28,OUT019,736.2614951219939
FDQ22,OUT018,822.8784063145181
FDR60,OUT049,1359.1249030311455
FDC50,OUT019,-59.68735107061639
FDV24,OUT013,2418.377692749565
DRF48,OUT010,1258.6111049587998
FDQ47,OUT046,797.0013516214866
DRN36,OUT049,1652.425355846756
NCY06,OUT035,2091.784998576377
FDE52,OUT035,1542.326514890879
NCB54,OUT045,2068.379953422128
NCF31,OUT035,2429.5989427531713
FDJ08,OUT027,4134.416687533645
NCC07,OUT017,1775.1526765533686
NCD19,OUT027,2220.257754136899
FDL46,OUT049,1955.9845135189366
FDM20,OUT045,3746.934853635551
NCI06,OUT010,1147.1050342557937
DRM11,OUT035,3931.470519295563
NCH07,OUT018,2495.767799566
FDS23,OUT013,2104.4866542739637
FDO49,OUT018,956.8269770247371
FDS35,OUT049,1200.8087420196412
DRK39,OUT045,1443.4489239386085
DRI39,OUT049,1102.4490116143143
FDV04,OUT017,2505.960857751378
NCN14,OUT035,2851.1824593170595
FDH08,OUT013,3534.2545930329597
FDS20,OUT046,2857.7739234526116
FDV40,OUT049,1343.2372791860596
FDZ48,OUT010,163.28820236197043
FDS24,OUT027,2695.7606856917814
FDK44,OUT049,2735.9725599196095
FDS48,OUT045,2399.60243346337
FDK26,OUT010,1237.9839313253829
