Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,2063.7066648489117
FDW14,OUT017,1809.860750000365
NCN55,OUT010,1507.2271334668717
FDQ58,OUT017,2493.122171435085
FDY38,OUT027,4459.477081186637
FDH56,OUT046,2050.095446180067
FDL48,OUT018,1096.191766402918
FDC48,OUT027,2828.593149146699
FDN33,OUT045,1758.8301854748863
FDA36,OUT017,2761.967166401616
FDT44,OUT017,2106.1435348004397
FDQ56,OUT045,1648.4742322033742
NCC54,OUT019,1473.9132187524308
FDU11,OUT049,2154.1555437295974
DRL59,OUT013,1383.0178545449317
FDM24,OUT049,2441.2692510777897
FDI57,OUT045,2944.3215293676703
DRC12,OUT018,2529.9402029793755
NCM42,OUT027,3158.67831425898
FDA46,OUT010,1042.2090079724985
FDA31,OUT013,2672.288160500916
NCJ31,OUT035,3276.6707266097146
FDG52,OUT046,1239.4994249972292
NCL19,OUT019,513.1610340683744
FDS10,OUT035,2805.8136043750665
FDX22,OUT010,1303.1989400986872
NCF19,OUT035,1403.2536569481417
NCE06,OUT046,2413.7374089298864
DRC27,OUT046,3254.1573989528324
FDE21,OUT035,2164.6055399527136
NCR42,OUT019,-595.2650910905004
FDX51,OUT018,2657.8832367983096
NCR06,OUT018,1052.3970078711272
FDU31,OUT027,4358.631450280699
FDU59,OUT017,2544.557289726349
FDR03,OUT027,4200.860426686936
FDS49,OUT027,2860.0361793955044
FDD48,OUT010,216.9770117822872
NCF18,OUT017,2833.1753570922974
NCD43,OUT027,3101.569921633539
NCD54,OUT018,2093.9816960729304
FDY19,OUT010,330.62719060630627
NCY54,OUT017,2596.259883640617
NCL19,OUT018,2055.1847992036082
FDP23,OUT010,1333.2501716955558
FDC26,OUT013,1999.3640565844762
FDR14,OUT010,-434.6454232531162
NCS41,OUT035,2751.02565431281
FDF41,OUT035,3414.124994167655
FDU34,OUT046,2076.373993433625
DRH11,OUT046,1319.7503204640363
FDM03,OUT013,1926.650986553939
FDS31,OUT017,2810.981462241235
FDJ20,OUT017,2186.499447417294
FDV44,OUT027,4050.055174943862
FDG02,OUT049,2890.105561361497
FDA09,OUT013,2720.0356583778057
FDT04,OUT013,1209.010442495618
FDL58,OUT019,1818.0856847696668
FDE52,OUT045,1738.039977679659
FDW12,OUT035,2395.2114671971913
FDL51,OUT017,3136.6816079895934
NCY42,OUT027,3491.874939257961
FDR07,OUT017,1899.2122973330584
FDN40,OUT045,2289.9660213715442
FDB35,OUT027,3032.3603402319523
FDA22,OUT017,2602.3932307350724
NCL06,OUT046,3476.123648406716
FDI35,OUT013,2779.6671092651723
NCW42,OUT045,3044.7716856650195
NCX06,OUT049,2782.7690567113177
FDC37,OUT027,3107.379462673408
FDZ14,OUT018,1903.0384742589338
DRG49,OUT049,3362.1806481073354
NCG06,OUT045,3413.7271472773245
DRC36,OUT045,2522.6423549537567
FDV21,OUT019,283.9380159322204
FDB53,OUT046,2249.305233263758
DRP47,OUT019,1586.0246652690532
FDA14,OUT013,2361.355563006331
DRC24,OUT035,2436.617645235169
FDW21,OUT018,1702.855280204203
NCH29,OUT046,1731.1044610170136
FDU58,OUT013,2860.4939503046426
FDY27,OUT017,2710.254707900319
FDV56,OUT035,2127.409617951291
